,Date,tmax,tmin,Year,DOY,tmin_corn,tmax_corn,tmin_soy,tmax_soy,tavg_corn,tavg_soy,gdd_corn,gdd_soy
461,2003-04-06 ,4.22388888888889,-3.5277777777777786,2003,96,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
462,2003-04-07 ,-1.1550000000000002,-2.613888888888888,2003,97,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
463,2003-04-08 ,1.3872222222222221,-4.705000000000001,2003,98,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
464,2003-04-09 ,10.059999999999999,-5.67,2003,99,8.0,10.059999999999999,10.0,10.059999999999999,9.03,10.03,1.0299999999999994,0.02999999999999936
465,2003-04-10 ,18.744444444444444,-0.21222222222222303,2003,100,8.0,18.744444444444444,10.0,18.744444444444444,13.372222222222222,14.372222222222222,5.372222222222222,4.372222222222222
466,2003-04-11 ,22.409999999999997,2.598333333333333,2003,101,8.0,22.409999999999997,10.0,22.409999999999997,15.204999999999998,16.205,7.204999999999998,6.204999999999998
467,2003-04-12 ,21.3,4.352222222222224,2003,102,8.0,21.3,10.0,21.3,14.65,15.65,6.65,5.65
468,2003-04-13 ,25.189999999999998,4.707222222222222,2003,103,8.0,25.189999999999998,10.0,25.0,16.595,17.5,8.594999999999999,7.5
469,2003-04-14 ,30.510000000000005,12.139999999999999,2003,104,12.139999999999999,30.0,12.139999999999999,25.0,21.07,18.57,13.07,8.57
470,2003-04-15 ,27.45,15.469999999999999,2003,105,15.469999999999999,27.45,15.469999999999999,25.0,21.46,20.235,13.46,10.235
471,2003-04-16 ,19.739999999999995,5.392777777777778,2003,106,8.0,19.739999999999995,10.0,19.739999999999995,13.869999999999997,14.869999999999997,5.869999999999997,4.869999999999997
472,2003-04-17 ,8.489999999999998,3.2538888888888886,2003,107,8.0,8.489999999999998,10.0,10.0,8.245,10.0,0.24499999999999922,0.0
473,2003-04-18 ,9.600000000000001,4.447222222222224,2003,108,8.0,9.600000000000001,10.0,10.0,8.8,10.0,0.8000000000000007,0.0
474,2003-04-19 ,11.46,7.779999999999998,2003,109,8.0,11.46,10.0,11.46,9.73,10.73,1.7300000000000004,0.7300000000000004
475,2003-04-20 ,8.97,6.307777777777777,2003,110,8.0,8.97,10.0,10.0,8.485,10.0,0.48499999999999943,0.0
476,2003-04-21 ,16.470000000000002,6.437777777777779,2003,111,8.0,16.470000000000002,10.0,16.470000000000002,12.235000000000001,13.235000000000001,4.235000000000001,3.235000000000001
477,2003-04-22 ,18.859999999999996,2.0977777777777797,2003,112,8.0,18.859999999999996,10.0,18.859999999999996,13.429999999999998,14.429999999999998,5.429999999999998,4.429999999999998
478,2003-04-23 ,18.620000000000005,5.7327777777777795,2003,113,8.0,18.620000000000005,10.0,18.620000000000005,13.310000000000002,14.310000000000002,5.310000000000002,4.310000000000002
479,2003-04-24 ,12.669999999999998,7.789999999999998,2003,114,8.0,12.669999999999998,10.0,12.669999999999998,10.334999999999999,11.334999999999999,2.334999999999999,1.334999999999999
480,2003-04-25 ,20.500000000000004,6.742222222222224,2003,115,8.0,20.500000000000004,10.0,20.500000000000004,14.250000000000002,15.250000000000002,6.250000000000002,5.250000000000002
481,2003-04-26 ,22.689999999999998,5.997222222222224,2003,116,8.0,22.689999999999998,10.0,22.689999999999998,15.344999999999999,16.345,7.344999999999999,6.344999999999999
482,2003-04-27 ,24.08,7.459999999999998,2003,117,8.0,24.08,10.0,24.08,16.04,17.04,8.04,7.039999999999999
483,2003-04-28 ,21.330000000000002,10.21,2003,118,10.21,21.330000000000002,10.21,21.330000000000002,15.770000000000001,15.770000000000001,7.770000000000001,5.770000000000001
484,2003-04-29 ,14.200000000000001,7.720000000000001,2003,119,8.0,14.200000000000001,10.0,14.200000000000001,11.100000000000001,12.100000000000001,3.1000000000000014,2.1000000000000014
485,2003-04-30 ,12.59,9.07,2003,120,9.07,12.59,10.0,12.59,10.83,11.295,2.83,1.295
486,2003-05-01 ,17.790000000000003,8.41,2003,121,8.41,17.790000000000003,10.0,17.790000000000003,13.100000000000001,13.895000000000001,5.100000000000001,3.8950000000000014
487,2003-05-02 ,18.42,10.83,2003,122,10.83,18.42,10.83,18.42,14.625,14.625,6.625,4.625
488,2003-05-03 ,18.879999999999995,9.749999999999998,2003,123,9.749999999999998,18.879999999999995,10.0,18.879999999999995,14.314999999999998,14.439999999999998,6.314999999999998,4.439999999999998
489,2003-05-04 ,13.14,8.649999999999999,2003,124,8.649999999999999,13.14,10.0,13.14,10.895,11.57,2.8949999999999996,1.5700000000000003
490,2003-05-05 ,14.469999999999999,9.329999999999998,2003,125,9.329999999999998,14.469999999999999,10.0,14.469999999999999,11.899999999999999,12.235,3.8999999999999986,2.2349999999999994
491,2003-05-06 ,19.17,7.41,2003,126,8.0,19.17,10.0,19.17,13.585,14.585,5.585000000000001,4.585000000000001
492,2003-05-07 ,19.64,8.709999999999999,2003,127,8.709999999999999,19.64,10.0,19.64,14.175,14.82,6.175000000000001,4.82
493,2003-05-08 ,12.449999999999998,8.309999999999999,2003,128,8.309999999999999,12.449999999999998,10.0,12.449999999999998,10.379999999999999,11.224999999999998,2.379999999999999,1.2249999999999979
494,2003-05-09 ,20.490000000000002,12.440000000000001,2003,129,12.440000000000001,20.490000000000002,12.440000000000001,20.490000000000002,16.465000000000003,16.465000000000003,8.465000000000003,6.465000000000003
495,2003-05-10 ,15.950000000000001,7.16,2003,130,8.0,15.950000000000001,10.0,15.950000000000001,11.975000000000001,12.975000000000001,3.9750000000000014,2.9750000000000014
496,2003-05-11 ,12.860000000000001,6.133888888888887,2003,131,8.0,12.860000000000001,10.0,12.860000000000001,10.43,11.43,2.4299999999999997,1.4299999999999997
497,2003-05-12 ,19.069999999999997,6.846111111111111,2003,132,8.0,19.069999999999997,10.0,19.069999999999997,13.534999999999998,14.534999999999998,5.534999999999998,4.534999999999998
498,2003-05-13 ,20.84,10.51,2003,133,10.51,20.84,10.51,20.84,15.675,15.675,7.675000000000001,5.675000000000001
499,2003-05-14 ,22.049999999999997,11.519999999999998,2003,134,11.519999999999998,22.049999999999997,11.519999999999998,22.049999999999997,16.784999999999997,16.784999999999997,8.784999999999997,6.784999999999997
500,2003-05-15 ,17.53,10.96,2003,135,10.96,17.53,10.96,17.53,14.245000000000001,14.245000000000001,6.245000000000001,4.245000000000001
501,2003-05-16 ,20.090000000000003,7.5,2003,136,8.0,20.090000000000003,10.0,20.090000000000003,14.045000000000002,15.045000000000002,6.045000000000002,5.045000000000002
502,2003-05-17 ,22.419999999999998,9.4,2003,137,9.4,22.419999999999998,10.0,22.419999999999998,15.91,16.21,7.91,6.210000000000001
503,2003-05-18 ,23.33,12.600000000000001,2003,138,12.600000000000001,23.33,12.600000000000001,23.33,17.965,17.965,9.965,7.965
504,2003-05-19 ,20.189999999999998,11.109999999999998,2003,139,11.109999999999998,20.189999999999998,11.109999999999998,20.189999999999998,15.649999999999999,15.649999999999999,7.649999999999999,5.649999999999999
505,2003-05-20 ,15.79,5.925,2003,140,8.0,15.79,10.0,15.79,11.895,12.895,3.8949999999999996,2.8949999999999996
506,2003-05-21 ,17.83,4.669999999999999,2003,141,8.0,17.83,10.0,17.83,12.915,13.915,4.914999999999999,3.914999999999999
507,2003-05-22 ,20.339999999999996,7.190000000000001,2003,142,8.0,20.339999999999996,10.0,20.339999999999996,14.169999999999998,15.169999999999998,6.169999999999998,5.169999999999998
508,2003-05-23 ,19.57,11.090000000000002,2003,143,11.090000000000002,19.57,11.090000000000002,19.57,15.330000000000002,15.330000000000002,7.330000000000002,5.330000000000002
509,2003-05-24 ,17.48,12.190000000000001,2003,144,12.190000000000001,17.48,12.190000000000001,17.48,14.835,14.835,6.835000000000001,4.835000000000001
510,2003-05-25 ,23.449999999999996,8.54,2003,145,8.54,23.449999999999996,10.0,23.449999999999996,15.994999999999997,16.724999999999998,7.994999999999997,6.724999999999998
511,2003-05-26 ,25.310000000000002,10.83,2003,146,10.83,25.310000000000002,10.83,25.0,18.07,17.915,10.07,7.914999999999999
512,2003-05-27 ,26.720000000000002,11.25,2003,147,11.25,26.720000000000002,11.25,25.0,18.985,18.125,10.985,8.125
513,2003-05-28 ,25.959999999999997,16.02,2003,148,16.02,25.959999999999997,16.02,25.0,20.99,20.509999999999998,12.989999999999998,10.509999999999998
514,2003-05-29 ,25.64,13.189999999999998,2003,149,13.189999999999998,25.64,13.189999999999998,25.0,19.415,19.095,11.415,9.094999999999999
515,2003-05-30 ,30.090000000000007,15.09,2003,150,15.09,30.0,15.09,25.0,22.545,20.045,14.545000000000002,10.045000000000002
516,2003-05-31 ,21.92,11.390000000000002,2003,151,11.390000000000002,21.92,11.390000000000002,21.92,16.655,16.655,8.655000000000001,6.655000000000001
517,2003-06-01 ,21.82,13.1,2003,152,13.1,21.82,13.1,21.82,17.46,17.46,9.46,7.460000000000001
518,2003-06-02 ,14.84,10.01,2003,153,10.01,14.84,10.01,14.84,12.425,12.425,4.425000000000001,2.4250000000000007
519,2003-06-03 ,17.15,9.730000000000002,2003,154,9.730000000000002,17.15,10.0,17.15,13.440000000000001,13.575,5.440000000000001,3.5749999999999993
520,2003-06-04 ,21.900000000000002,10.719999999999999,2003,155,10.719999999999999,21.900000000000002,10.719999999999999,21.900000000000002,16.310000000000002,16.310000000000002,8.310000000000002,6.310000000000002
521,2003-06-05 ,22.36,10.260000000000002,2003,156,10.260000000000002,22.36,10.260000000000002,22.36,16.310000000000002,16.310000000000002,8.310000000000002,6.310000000000002
522,2003-06-06 ,19.939999999999998,13.12,2003,157,13.12,19.939999999999998,13.12,19.939999999999998,16.529999999999998,16.529999999999998,8.529999999999998,6.529999999999998
523,2003-06-07 ,19.54,10.450000000000001,2003,158,10.450000000000001,19.54,10.450000000000001,19.54,14.995000000000001,14.995000000000001,6.995000000000001,4.995000000000001
524,2003-06-08 ,20.080000000000002,11.17,2003,159,11.17,20.080000000000002,11.17,20.080000000000002,15.625,15.625,7.625,5.625
525,2003-06-09 ,24.699999999999996,11.85,2003,160,11.85,24.699999999999996,11.85,24.699999999999996,18.275,18.275,10.274999999999999,8.274999999999999
526,2003-06-10 ,24.069999999999997,16.400000000000002,2003,161,16.400000000000002,24.069999999999997,16.400000000000002,24.069999999999997,20.235,20.235,12.235,10.235
527,2003-06-11 ,24.200000000000003,12.659999999999998,2003,162,12.659999999999998,24.200000000000003,12.659999999999998,24.200000000000003,18.43,18.43,10.43,8.43
528,2003-06-12 ,23.08,15.440000000000001,2003,163,15.440000000000001,23.08,15.440000000000001,23.08,19.259999999999998,19.259999999999998,11.259999999999998,9.259999999999998
529,2003-06-13 ,28.31,15.729999999999999,2003,164,15.729999999999999,28.31,15.729999999999999,25.0,22.02,20.365,14.02,10.364999999999998
530,2003-06-14 ,28.959999999999997,17.04,2003,165,17.04,28.959999999999997,17.04,25.0,23.0,21.02,15.0,11.02
531,2003-06-15 ,28.509999999999998,17.01,2003,166,17.01,28.509999999999998,17.01,25.0,22.759999999999998,21.005000000000003,14.759999999999998,11.005000000000003
532,2003-06-16 ,29.450000000000003,18.600000000000005,2003,167,18.600000000000005,29.450000000000003,18.600000000000005,25.0,24.025000000000006,21.800000000000004,16.025000000000006,11.800000000000004
533,2003-06-17 ,29.060000000000002,16.63,2003,168,16.63,29.060000000000002,16.63,25.0,22.845,20.814999999999998,14.844999999999999,10.814999999999998
534,2003-06-18 ,28.830000000000002,19.499999999999996,2003,169,19.499999999999996,28.830000000000002,19.499999999999996,25.0,24.165,22.25,16.165,12.25
535,2003-06-19 ,25.599999999999998,16.32,2003,170,16.32,25.599999999999998,16.32,25.0,20.96,20.66,12.96,10.66
536,2003-06-20 ,24.95,12.0,2003,171,12.0,24.95,12.0,24.95,18.475,18.475,10.475000000000001,8.475000000000001
537,2003-06-21 ,26.960000000000004,13.41,2003,172,13.41,26.960000000000004,13.41,25.0,20.185000000000002,19.205,12.185000000000002,9.204999999999998
538,2003-06-22 ,29.260000000000005,16.32,2003,173,16.32,29.260000000000005,16.32,25.0,22.790000000000003,20.66,14.790000000000003,10.66
539,2003-06-23 ,31.049999999999997,21.550000000000004,2003,174,21.550000000000004,30.0,21.550000000000004,25.0,25.775000000000002,23.275000000000002,17.775000000000002,13.275000000000002
540,2003-06-24 ,32.79,18.790000000000003,2003,175,18.790000000000003,30.0,18.790000000000003,25.0,24.395000000000003,21.895000000000003,16.395000000000003,11.895000000000003
541,2003-06-25 ,27.1,16.27,2003,176,16.27,27.1,16.27,25.0,21.685000000000002,20.634999999999998,13.685000000000002,10.634999999999998
542,2003-06-26 ,21.799999999999997,11.529999999999998,2003,177,11.529999999999998,21.799999999999997,11.529999999999998,21.799999999999997,16.665,16.665,8.665,6.664999999999999
543,2003-06-27 ,28.11,12.149999999999999,2003,178,12.149999999999999,28.11,12.149999999999999,25.0,20.13,18.575,12.129999999999999,8.575
544,2003-06-28 ,26.320000000000004,15.41,2003,179,15.41,26.320000000000004,15.41,25.0,20.865000000000002,20.205,12.865000000000002,10.204999999999998
545,2003-06-29 ,25.720000000000002,16.049999999999997,2003,180,16.049999999999997,25.720000000000002,16.049999999999997,25.0,20.884999999999998,20.525,12.884999999999998,10.524999999999999
546,2003-06-30 ,27.68,15.040000000000001,2003,181,15.040000000000001,27.68,15.040000000000001,25.0,21.36,20.02,13.36,10.02
547,2003-07-01 ,28.400000000000002,17.669999999999998,2003,182,17.669999999999998,28.400000000000002,17.669999999999998,25.0,23.035,21.335,15.035,11.335
548,2003-07-02 ,30.32,17.700000000000003,2003,183,17.700000000000003,30.0,17.700000000000003,25.0,23.85,21.35,15.850000000000001,11.350000000000001
549,2003-07-03 ,33.95,21.950000000000003,2003,184,21.950000000000003,30.0,21.950000000000003,25.0,25.975,23.475,17.975,13.475000000000001
550,2003-07-04 ,28.68,21.02,2003,185,21.02,28.68,21.02,25.0,24.85,23.009999999999998,16.85,13.009999999999998
551,2003-07-05 ,28.18,17.650000000000002,2003,186,17.650000000000002,28.18,17.650000000000002,25.0,22.915,21.325000000000003,14.915,11.325000000000003
552,2003-07-06 ,29.850000000000005,18.5,2003,187,18.5,29.850000000000005,18.5,25.0,24.175000000000004,21.75,16.175000000000004,11.75
553,2003-07-07 ,29.870000000000005,21.359999999999996,2003,188,21.359999999999996,29.870000000000005,21.359999999999996,25.0,25.615000000000002,23.18,17.615000000000002,13.18
554,2003-07-08 ,22.53,16.54,2003,189,16.54,22.53,16.54,22.53,19.535,19.535,11.535,9.535
555,2003-07-09 ,26.179999999999996,18.620000000000005,2003,190,18.620000000000005,26.179999999999996,18.620000000000005,25.0,22.4,21.810000000000002,14.399999999999999,11.810000000000002
556,2003-07-10 ,23.449999999999996,16.48,2003,191,16.48,23.449999999999996,16.48,23.449999999999996,19.964999999999996,19.964999999999996,11.964999999999996,9.964999999999996
557,2003-07-11 ,25.910000000000004,14.51,2003,192,14.51,25.910000000000004,14.51,25.0,20.21,19.755,12.21,9.754999999999999
558,2003-07-12 ,25.290000000000003,15.379999999999999,2003,193,15.379999999999999,25.290000000000003,15.379999999999999,25.0,20.335,20.189999999999998,12.335,10.189999999999998
559,2003-07-13 ,26.86,15.76,2003,194,15.76,26.86,15.76,25.0,21.31,20.38,13.309999999999999,10.379999999999999
560,2003-07-14 ,29.779999999999998,17.259999999999998,2003,195,17.259999999999998,29.779999999999998,17.259999999999998,25.0,23.519999999999996,21.13,15.519999999999996,11.129999999999999
561,2003-07-15 ,27.689999999999998,19.6,2003,196,19.6,27.689999999999998,19.6,25.0,23.645,22.3,15.645,12.3
562,2003-07-16 ,28.190000000000005,16.09,2003,197,16.09,28.190000000000005,16.09,25.0,22.14,20.545,14.14,10.545000000000002
563,2003-07-17 ,31.530000000000005,18.549999999999997,2003,198,18.549999999999997,30.0,18.549999999999997,25.0,24.275,21.775,16.275,11.774999999999999
564,2003-07-18 ,25.43,19.279999999999998,2003,199,19.279999999999998,25.43,19.279999999999998,25.0,22.354999999999997,22.14,14.354999999999997,12.14
565,2003-07-19 ,25.57,14.899999999999999,2003,200,14.899999999999999,25.57,14.899999999999999,25.0,20.235,19.95,12.235,9.95
566,2003-07-20 ,28.130000000000003,18.790000000000003,2003,201,18.790000000000003,28.130000000000003,18.790000000000003,25.0,23.46,21.895000000000003,15.46,11.895000000000003
567,2003-07-21 ,24.289999999999996,17.88,2003,202,17.88,24.289999999999996,17.88,24.289999999999996,21.084999999999997,21.084999999999997,13.084999999999997,11.084999999999997
568,2003-07-22 ,22.669999999999998,14.110000000000001,2003,203,14.110000000000001,22.669999999999998,14.110000000000001,22.669999999999998,18.39,18.39,10.39,8.39
569,2003-07-23 ,23.990000000000002,12.030000000000001,2003,204,12.030000000000001,23.990000000000002,12.030000000000001,23.990000000000002,18.01,18.01,10.010000000000002,8.010000000000002
570,2003-07-24 ,26.029999999999998,12.020000000000001,2003,205,12.020000000000001,26.029999999999998,12.020000000000001,25.0,19.025,18.51,11.024999999999999,8.510000000000002
571,2003-07-25 ,30.82,16.25,2003,206,16.25,30.0,16.25,25.0,23.125,20.625,15.125,10.625
572,2003-07-26 ,32.87,22.96,2003,207,22.96,30.0,22.96,25.0,26.48,23.98,18.48,13.98
573,2003-07-27 ,26.169999999999998,20.240000000000002,2003,208,20.240000000000002,26.169999999999998,20.240000000000002,25.0,23.205,22.62,15.204999999999998,12.620000000000001
574,2003-07-28 ,26.66,18.36,2003,209,18.36,26.66,18.36,25.0,22.509999999999998,21.68,14.509999999999998,11.68
575,2003-07-29 ,27.790000000000003,16.790000000000003,2003,210,16.790000000000003,27.790000000000003,16.790000000000003,25.0,22.290000000000003,20.895000000000003,14.290000000000003,10.895000000000003
576,2003-07-30 ,27.68,18.5,2003,211,18.5,27.68,18.5,25.0,23.09,21.75,15.09,11.75
577,2003-07-31 ,27.96,17.18,2003,212,17.18,27.96,17.18,25.0,22.57,21.09,14.57,11.09
578,2003-08-01 ,27.570000000000004,17.49,2003,213,17.49,27.570000000000004,17.49,25.0,22.53,21.244999999999997,14.530000000000001,11.244999999999997
579,2003-08-02 ,26.369999999999997,15.639999999999999,2003,214,15.639999999999999,26.369999999999997,15.639999999999999,25.0,21.005,20.32,13.004999999999999,10.32
580,2003-08-03 ,26.369999999999997,15.79,2003,215,15.79,26.369999999999997,15.79,25.0,21.08,20.395,13.079999999999998,10.395
581,2003-08-04 ,26.009999999999998,14.75,2003,216,14.75,26.009999999999998,14.75,25.0,20.38,19.875,12.379999999999999,9.875
582,2003-08-05 ,21.900000000000002,17.21,2003,217,17.21,21.900000000000002,17.21,21.900000000000002,19.555,19.555,11.555,9.555
583,2003-08-06 ,26.359999999999996,17.310000000000002,2003,218,17.310000000000002,26.359999999999996,17.310000000000002,25.0,21.835,21.155,13.835,11.155000000000001
584,2003-08-07 ,27.36,17.02,2003,219,17.02,27.36,17.02,25.0,22.189999999999998,21.009999999999998,14.189999999999998,11.009999999999998
585,2003-08-08 ,26.950000000000003,16.09,2003,220,16.09,26.950000000000003,16.09,25.0,21.520000000000003,20.545,13.520000000000003,10.545000000000002
586,2003-08-09 ,26.189999999999998,14.58,2003,221,14.58,26.189999999999998,14.58,25.0,20.384999999999998,19.79,12.384999999999998,9.79
587,2003-08-10 ,26.89,15.950000000000001,2003,222,15.950000000000001,26.89,15.950000000000001,25.0,21.42,20.475,13.420000000000002,10.475000000000001
588,2003-08-11 ,27.55,16.400000000000002,2003,223,16.400000000000002,27.55,16.400000000000002,25.0,21.975,20.700000000000003,13.975000000000001,10.700000000000003
589,2003-08-12 ,24.699999999999996,14.940000000000001,2003,224,14.940000000000001,24.699999999999996,14.940000000000001,24.699999999999996,19.82,19.82,11.82,9.82
590,2003-08-13 ,26.63,15.18,2003,225,15.18,26.63,15.18,25.0,20.905,20.09,12.905000000000001,10.09
591,2003-08-14 ,27.419999999999998,16.58,2003,226,16.58,27.419999999999998,16.58,25.0,22.0,20.79,14.0,10.79
592,2003-08-15 ,30.89,18.049999999999997,2003,227,18.049999999999997,30.0,18.049999999999997,25.0,24.025,21.525,16.025,11.524999999999999
593,2003-08-16 ,33.239999999999995,18.859999999999996,2003,228,18.859999999999996,30.0,18.859999999999996,25.0,24.43,21.93,16.43,11.93
594,2003-08-17 ,33.53,20.549999999999997,2003,229,20.549999999999997,30.0,20.549999999999997,25.0,25.275,22.775,17.275,12.774999999999999
595,2003-08-18 ,33.02000000000001,22.399999999999995,2003,230,22.399999999999995,30.0,22.399999999999995,25.0,26.199999999999996,23.699999999999996,18.199999999999996,13.699999999999996
596,2003-08-19 ,30.739999999999995,21.169999999999998,2003,231,21.169999999999998,30.0,21.169999999999998,25.0,25.585,23.085,17.585,13.085
597,2003-08-20 ,33.370000000000005,21.540000000000003,2003,232,21.540000000000003,30.0,21.540000000000003,25.0,25.770000000000003,23.270000000000003,17.770000000000003,13.270000000000003
598,2003-08-21 ,28.410000000000004,19.440000000000005,2003,233,19.440000000000005,28.410000000000004,19.440000000000005,25.0,23.925000000000004,22.220000000000002,15.925000000000004,12.220000000000002
599,2003-08-22 ,26.189999999999998,14.400000000000002,2003,234,14.400000000000002,26.189999999999998,14.400000000000002,25.0,20.295,19.700000000000003,12.295000000000002,9.700000000000003
600,2003-08-23 ,28.279999999999998,15.96,2003,235,15.96,28.279999999999998,15.96,25.0,22.119999999999997,20.48,14.119999999999997,10.48
601,2003-08-24 ,35.66,16.98,2003,236,16.98,30.0,16.98,25.0,23.490000000000002,20.990000000000002,15.490000000000002,10.990000000000002
602,2003-08-25 ,35.78,20.260000000000005,2003,237,20.260000000000005,30.0,20.260000000000005,25.0,25.130000000000003,22.630000000000003,17.130000000000003,12.630000000000003
603,2003-08-26 ,32.489999999999995,20.599999999999998,2003,238,20.599999999999998,30.0,20.599999999999998,25.0,25.299999999999997,22.799999999999997,17.299999999999997,12.799999999999997
604,2003-08-27 ,31.86,17.760000000000005,2003,239,17.760000000000005,30.0,17.760000000000005,25.0,23.880000000000003,21.380000000000003,15.880000000000003,11.380000000000003
605,2003-08-28 ,29.620000000000005,20.779999999999998,2003,240,20.779999999999998,29.620000000000005,20.779999999999998,25.0,25.200000000000003,22.89,17.200000000000003,12.89
606,2003-08-29 ,28.430000000000003,16.92,2003,241,16.92,28.430000000000003,16.92,25.0,22.675000000000004,20.96,14.675000000000004,10.96
607,2003-08-30 ,22.51,13.54,2003,242,13.54,22.51,13.54,22.51,18.025,18.025,10.024999999999999,8.024999999999999
608,2003-08-31 ,19.050000000000004,15.040000000000001,2003,243,15.040000000000001,19.050000000000004,15.040000000000001,19.050000000000004,17.045,17.045,9.045000000000002,7.045000000000002
609,2003-09-01 ,24.240000000000002,11.17,2003,244,11.17,24.240000000000002,11.17,24.240000000000002,17.705000000000002,17.705000000000002,9.705000000000002,7.705000000000002
610,2003-09-02 ,26.84,11.57,2003,245,11.57,26.84,11.57,25.0,19.205,18.285,11.204999999999998,8.285
611,2003-09-03 ,23.959999999999997,14.630000000000003,2003,246,14.630000000000003,23.959999999999997,14.630000000000003,23.959999999999997,19.295,19.295,11.295000000000002,9.295000000000002
612,2003-09-04 ,24.250000000000004,10.560000000000002,2003,247,10.560000000000002,24.250000000000004,10.560000000000002,24.250000000000004,17.405,17.405,9.405000000000001,7.405000000000001
613,2003-09-05 ,28.620000000000005,9.849999999999998,2003,248,9.849999999999998,28.620000000000005,10.0,25.0,19.235,17.5,11.235,7.5
614,2003-09-06 ,30.369999999999997,12.940000000000001,2003,249,12.940000000000001,30.0,12.940000000000001,25.0,21.47,18.97,13.469999999999999,8.969999999999999
615,2003-09-07 ,29.909999999999993,13.1,2003,250,13.1,29.909999999999993,13.1,25.0,21.504999999999995,19.05,13.504999999999995,9.05
616,2003-09-08 ,28.509999999999998,13.84,2003,251,13.84,28.509999999999998,13.84,25.0,21.174999999999997,19.42,13.174999999999997,9.420000000000002
617,2003-09-09 ,27.64,13.01,2003,252,13.01,27.64,13.01,25.0,20.325,19.005,12.325,9.004999999999999
618,2003-09-10 ,29.349999999999998,16.529999999999998,2003,253,16.529999999999998,29.349999999999998,16.529999999999998,25.0,22.939999999999998,20.765,14.939999999999998,10.765
619,2003-09-11 ,27.130000000000003,18.449999999999996,2003,254,18.449999999999996,27.130000000000003,18.449999999999996,25.0,22.79,21.724999999999998,14.79,11.724999999999998
620,2003-09-12 ,23.77,13.890000000000002,2003,255,13.890000000000002,23.77,13.890000000000002,23.77,18.830000000000002,18.830000000000002,10.830000000000002,8.830000000000002
621,2003-09-13 ,18.269999999999996,13.709999999999999,2003,256,13.709999999999999,18.269999999999996,13.709999999999999,18.269999999999996,15.989999999999998,15.989999999999998,7.989999999999998,5.989999999999998
622,2003-09-14 ,20.33,10.860000000000001,2003,257,10.860000000000001,20.33,10.860000000000001,20.33,15.594999999999999,15.594999999999999,7.594999999999999,5.594999999999999
623,2003-09-15 ,25.040000000000003,7.4799999999999995,2003,258,8.0,25.040000000000003,10.0,25.0,16.520000000000003,17.5,8.520000000000003,7.5
624,2003-09-16 ,27.290000000000003,10.999999999999998,2003,259,10.999999999999998,27.290000000000003,10.999999999999998,25.0,19.145,18.0,11.145,8.0
625,2003-09-17 ,27.869999999999997,16.68,2003,260,16.68,27.869999999999997,16.68,25.0,22.275,20.84,14.274999999999999,10.84
626,2003-09-18 ,22.019999999999996,9.58,2003,261,9.58,22.019999999999996,10.0,22.019999999999996,15.799999999999997,16.009999999999998,7.799999999999997,6.009999999999998
627,2003-09-19 ,17.800000000000004,4.110000000000002,2003,262,8.0,17.800000000000004,10.0,17.800000000000004,12.900000000000002,13.900000000000002,4.900000000000002,3.900000000000002
628,2003-09-20 ,20.84,4.907777777777779,2003,263,8.0,20.84,10.0,20.84,14.42,15.42,6.42,5.42
629,2003-09-21 ,13.860000000000001,9.869999999999997,2003,264,9.869999999999997,13.860000000000001,10.0,13.860000000000001,11.864999999999998,11.93,3.8649999999999984,1.9299999999999997
630,2003-09-22 ,16.86,6.793888888888889,2003,265,8.0,16.86,10.0,16.86,12.43,13.43,4.43,3.4299999999999997
631,2003-09-23 ,23.810000000000002,4.083888888888889,2003,266,8.0,23.810000000000002,10.0,23.810000000000002,15.905000000000001,16.905,7.905000000000001,6.905000000000001
632,2003-09-24 ,18.93,9.969999999999999,2003,267,9.969999999999999,18.93,10.0,18.93,14.45,14.465,6.449999999999999,4.465
633,2003-09-25 ,16.32,3.547222222222221,2003,268,8.0,16.32,10.0,16.32,12.16,13.16,4.16,3.16
634,2003-09-26 ,17.55,10.379999999999999,2003,269,10.379999999999999,17.55,10.379999999999999,17.55,13.965,13.965,5.965,3.965
635,2003-09-27 ,13.53,6.295000000000002,2003,270,8.0,13.53,10.0,13.53,10.765,11.765,2.7650000000000006,1.7650000000000006
636,2003-09-28 ,13.76,4.661111111111111,2003,271,8.0,13.76,10.0,13.76,10.879999999999999,11.879999999999999,2.879999999999999,1.879999999999999
637,2003-09-29 ,16.84,0.707222222222224,2003,272,8.0,16.84,10.0,16.84,12.42,13.42,4.42,3.42
638,2003-09-30 ,15.610000000000001,-0.6538888888888886,2003,273,8.0,15.610000000000001,10.0,15.610000000000001,11.805,12.805,3.8049999999999997,2.8049999999999997
639,2003-10-01 ,11.9,0.007777777777779388,2003,274,8.0,11.9,10.0,11.9,9.95,10.95,1.9499999999999993,0.9499999999999993
640,2003-10-02 ,14.690000000000001,-1.0550000000000006,2003,275,8.0,14.690000000000001,10.0,14.690000000000001,11.345,12.345,3.3450000000000006,2.3450000000000006
641,2003-10-03 ,19.630000000000003,7.190000000000001,2003,276,8.0,19.630000000000003,10.0,19.630000000000003,13.815000000000001,14.815000000000001,5.815000000000001,4.815000000000001
642,2003-10-04 ,24.369999999999997,3.636111111111112,2003,277,8.0,24.369999999999997,10.0,24.369999999999997,16.185,17.185,8.184999999999999,7.184999999999999
